,copyrightYear,doi,abstract
4779,1959,10.1103/PhysRev.116.1226,"The imaginary part of the optical potential has been investigated for low-energy incoming neutrons, by means of the nucleon-nucleon cross sections in nuclear matter. The cross sections have been calculated under the assumption that pair correlations for low excited states of nuclear matter are the same as those formed in the ground state. The dependence of the effective mass on the single-particle momentum has been taken into consideration using an empirical solution which reproduces the present assumptions for the single-particle spectrum. The results have been applied to the nuclear surface in the Thomas-Fermi approximation. The maximum in the imaginary potential was found to be at the surface outside of the half-density radius. For low incident energies it is about 1.510-13 cm beyond this radius."
4780,1959,10.1103/PhysRev.116.1229,"The excitation function for the Al27(d,p)Na24 reaction has been measured between 0 and 28.1 Mev. The external beam facilities of the Buenos Aires 71-in. synchrocyclotron were used together with the stacked-foil technique. Between 19 and 28.1 Mev present results are more precise than those previously obtained, showing that the maximum of the cross section is located at 24.25 Mev with a value of 51.4 mb."
4781,1959,10.1103/PhysRev.116.1231,"Two balloon flights in which boron-trifluoride neutron counters were carried aloft were launched from Brownwood, Texas, during September, 1958. The flights attained altitudes of 86 000 and 79 000 feet at a conventional geomagnetic latitude of 41N. They showed that the slow-neutron intensities in the atmosphere had decreased by about 12% since the time of minimum solar activity in 1954. They also show that this decrease was mainly in the low-energy end of the spectrum, as the mean free path for absorption had increased from 18025 g/cm2 to 24030 g/cm2. A high-altitude decrease apparently associated with the geomagnetic storm of September 25, 1958 was also detected. After achieving altitude, the balloons floated at a constant elevation through sunset. A sharp peak in the intensity which occurs just before sunset at balloon altitudes was detected on both flights. The origin of this phenomenon, which results in a doubling of the intensity for about 25 minutes, is unexplained, although some possible mechanisms are discussed."
4782,1959,10.1103/PhysRev.116.1238,"A nuclear interaction of type 0+20p observed in nuclear emulsion was analyzed by measuring the energies and angles of the secondary particles. The primary energy, as determined from the angular distribution of the tracks, is 2.71012 ev. This value is in agreement with an independent estimate obtained from the total energy dissipated. A secondary collision of type 0+20n was also analyzed in the same way. Its energy is 1.41012 ev, which is comparable to the primary energy. The inelasticity of the primary event is 0.54-0.19+0.16.  The energy and angular distributions of the shower particles in the center-of-mass system (c.m. system) are given for both events. The shower particles show a correlation in the sense that those with the highest energies are emitted in the c.m. system under small angles with the shower axis.  The energy distribution of the mesons in the c.m. system is peaked toward low energies and shows a remarkably long tail at high energies extending up to 10 Bev. One of these particles is a 0 meson, which carries off about 23% of the total energy.  The average value of the transverse momentum of the shower particles is 0.30.05 Bev/c."
4783,1959,10.1103/PhysRev.116.1248,"The application of a recently suggested modified method of analysis of nucleon-nucleon scattering experiments to p-p scattering at 310 Mev has been completed. The results are summarized and compared with the work of Gammel and Thaler and of Signell and Marshak. The analysis is carried out on several levels, with varying number of angular momentum states being described by phenomenological phase shifts while the higher angular momentum states are represented by the one-pion exchange contribution. It is found that the inclusion of the high angular momentum states in this manner makes a significant improvement in the analysis. The pion-nucleon coupling constant is also determined from the data with a fair accuracy. The five ""best"" sets of phase shifts of the conventional analysis are reduced to two sets, corresponding to Solution 1 and 2 of the conventional analysis. Some slight evidence favors Solution 1 over Solution 2. It is shown that a very satisfactory fit can be obtained with nine parameters instead of the 14 parameters of the conventional analysis. Some remarks are made about the extent to which Solutions 1 and 2 are distinct. Experiments are suggested which could resolve the remaining ambiguity due to the existence of two sets of phase shifts."
4784,1959,10.1103/PhysRev.116.1257,A measurement of elastic and inelastic electron-deuteron scattering has been made at a momentum transfer of 206 Mev/c and an electron energy of 175 Mev for comparison with the Drell-Schwartz sum rules. The measured value of the non-energy-weighted sum rule is in good agreement with theory. The experimental result for the energy weighted sum rule is 30% larger than the value given for a pure Wigner potential and is consistent with a Rosenfeld two-body interaction if the analysis is restricted to central forces. The analysis is extended to include tensor forces for comparison with the prediction of the Gartenhaus potential. It is found that the gauge terms introduce major ambiguities when tensor forces are included.
4785,1959,10.1103/PhysRev.116.1263,"In nuclear emulsion stacks exposed to sea-level cosmic radiation under 180 g cm-2 of iron, no evidence for mass values in the regions 30me to 100me and 400me to 900me was found. If such particles do exist, their intensity relative to that of  mesons stopping in the same range interval must be as follows: for 30me to 100me, 0.13%; for 400me to 900me, 0.04%."
4786,1959,10.1103/PhysRev.116.1267,"By use of a scintillation counter telescope, sea-level cosmic radiation was investigated for the existence of particles of mass greater than 60me, decaying with lifetimes in the millisecond region. If such particles exist, their intensity, relative to  mesons, for various lifetime ranges, must be as follows: for 10-4 to 10-2 sec,  0.03%; for 10-4 to 510-2 sec,  0.1%; for 10-4 to 10-1 sec,  0.14%; for 10-4 to 10-1 sec (for decay into a light meson),  0.03%; for 10-4 to 1.0 sec,  1.4%."
4787,1959,10.1103/PhysRev.116.1269,"Calculations of K+-nucleon scattering phase shifts are reported. A simple model of Yukawa interactions between K mesons and baryons (containing no derivatives) is adopted. The method used is a three-dimensional Tamm-Dancoff approximation but with no simplifications as far as recoil effects are concerned. This method is particularly convenient for K+-nucleon scattering, since the principle of associated production excludes graphs leading to nonrenormalizable effects.  The resulting integral equation has been solved for the T=1, S12, P12, and P32 states in the energy region up to 1.26 Bev. The coupling constant is the only parameter to be determined from experimental data. This was chosen to fit the experimental value of the total cross section at about 350 Mev. It turned out that the best agreement with experiment was obtained with (G2+G2)4=12.5. This value is much greater than the corresponding one adopted in previous papers."
4788,1959,10.1103/PhysRev.116.1272,"The Heitler-London method has been applied to the calculation of the energy of interaction of two nucleons, as given by the fixed-source model. Numerical results are also given for the normalization of the state vector and the number of mesons in the cloud, for the states which comprise the deuteron. Particular attention is given to the rate of convergence of the expansions and the influence of the excited states of the nucleons. The relation to the Tamm-Dancoff method is also discussed in detail. It is shown that in T=0 states, the interaction does not appear to differ in any significant way from the one-meson exchange term. In T=1 states, on the other hand very large contributions are obtained from the higher order terms. These contributions have such a nature as to suggest that even at low energies it is improper to apply the fixed-source model, with the assumption that the meson cloud follows adiabatically the motion of the nucleons, to T=1 states."
4789,1959,10.1103/PhysRev.116.1285,"In order to trace out with more understanding the consequences of general relativity it is advantageous to have exact solutions of Einstein's field equations which show more detail than the familiar solutions with their high symmetry. In the present investigation, based on the method of separation of variables, all solutions of the field equations for empty space have been found which (1) have the ""linked pair"" form gij=ijAi2(x0,x1)Bi2(x0,x3), and which (2) are nondegenerateso far as could be determinedin the sense that all the gij cannot be reduced to functions of only two variables. Other solutions have been obtained from the solutions of the above form by interchange of variables. Explicit expressions are given for all twenty nondegenerate solutions, all apparently new. Of degenerate solutions, ten are presented, not all of them new. All thirty solutions are examined with respect to possible physical and geometrical interpretations."
4790,1959,10.1103/PhysRev.116.1297,"A new evaluation of the dispersion relations for mesonic phenomena is proposed. The method, which utilizes the comparison function procedure, makes explicit use of crossing symmetry and allows for an exact treatment of nuclear recoils. For the case of meson-nucleon scattering at low energies, an expansion of a first order solution is made in inverse powers of the nucleon mass and agreement with the results of a previous evaluation is obtained. The extension of the method to other processes is briefly discussed."
4791,1959,10.1103/PhysRev.116.1305,"The dispersion relations for meson photoproduction at moderately low energies are examined by means of the comparison function method which was proposed in an earlier paper. Assuming that only the (3,3) state is appreciably modified by rescattering effects, an approximate solution is obtained. Nucleon recoil and crossing symmetry are treated exactly. The static limit of this solution yields substantial agreement with the results of Chew, Goldberger, Low, and Nambu. It is hoped that an evaluation including effects of nucleon recoil will improve the agreement in the resonance region."
4792,1959,10.1103/PhysRev.116.131,"Angular distributions of deuterons from Li7(p,d)Li6 reactions induced by 17.5-Mev protons on a natural lithium target have been observed at angles less than 50 degrees in the laboratory system. Deuteron groups leaving Li6 in its ground state and in states at 2.19 and 3.57 Mev were studied, and the branching ratios were compared with intermediate coupling shell theory. Pure or nearly pure L-S coupling was found to be adequate to explain the observed ratios."
4793,1959,10.1103/PhysRev.116.1312,"Decay probabilities are calculated for pionic modes of decay of the  hypernuclei A&lt;~5. An effect of the Pauli principle omitted in previous calculations for the two-body - and 0 modes is now included. An estimate for the total decay probability of all - (or 0) modes based on the completeness relation is checked by comparison with calculations based on detailed models of the decay process for two particular systems. As a result, the present data on H4 decay are now consistent with either (a) spin J=0 for any value ps less than 1.5, or (b) spin J=1 for any value ps greater than 1.2, a much weaker conclusion than that reached previously. In either case, if the T=12 rule is roughly correct for  decay, the two-body mode 0+ will be prominent among He4 decay modes. The 0- ratio will then be large (1.5) for He4 decay and small (16) for H4 decay, compared with the value  for He5 and H3 decay."
4794,1959,10.1103/PhysRev.116.1322,"The problem of the dynamical structure and definition of energy for the classical general theory of relativity is considered on a formal level. As in a previous paper, the technique used is the Schwinger action principle. Starting with the full Einstein Lagrangian in first order Palatini form, an action integral is derived in which the algebraic constraint variables have been eliminated. This action possesses a ""Hamiltonian"" density which, however, vanishes due to the differential constraints. If the differential constraints are then substituted into the action, the true, nonvanishing Hamiltonian of the theory emerges. From an analysis of the equations of motion and the constraint equations, the two pairs of dynamical variables which represent the two independent degrees of freedom of the gravitational field are explicitly exhibited. Four other variables remain in theory; these may be arbitrarily specified, any such specification representing a choice of coordinate frame. It is shown that it is possible to obtain truly canonical pairs of variables in terms of the dynamical and arbitrary variables. Thus a statement of the dynamics is meaningful only after a set of coordinate conditions have been chosen. In general, the true Hamiltonian will be time dependent even for an isolated gravitational field. There thus arises the notion of a preferred coordinate frame, i.e., that frame in which the Hamiltonian is conserved. In this special frame, on physical grounds, the Hamiltonian may be taken to define the energy of the field. In these respects the situation in general relativity is analogous to the parametric form of Hamilton's principle in particle mechanics."
4795,1959,10.1103/PhysRev.116.1331,"A cosmological solution of the Einstein-Maxwell's field equations, corresponding to the case of a uniform (that is, covariant constant) electromagnetic field, is derived by means of simple geometrical arguments; the Riemannian manifold it corresponds to is the product of two ordinary surfaces of constant curvature, whose type and radius depend on the values of the cosmological constant and the invariants of the electromagnetic field. The world-lines of charged test particles have also a very simple geometrical meaning."
4796,1959,10.1103/PhysRev.116.1334,"A general discussion of the forbidden reactions such as e+, e+e+e, +Ne+N, e++, etc. which would arise from a possible nonlocal structure of the weak interactions is given. It is shown, by a canonical transformation, that the dominating terms of the structure, in an expansion in terms of the inverse of the average intermediate mass, do not contribute to any forbidden reaction. A discussion of the -e conversion process for a bound  is given, and the rate is calculated for a particular model."
4797,1959,10.1103/PhysRev.116.134,"The angular correlation coefficients in the allowed beta decays of He6, Ne19, Ne23, and A35 have been experimentally determined from measurements of the energy spectra of the recoil ions. The form of the beta-decay interaction has been deduced from these measurements. The experimental results are summarized in the following table together with the beta-decay interaction forms which are indicated by each measurement.   Isotope Selection rules Correlation coefficient Interaction forms    He6 G-T -0.390.05 A  Ne19 F and G-T 0.000.08 ST or VA  Ne23 G-T -0.370.04 A  A35 Mostly F +0.970.14 VT or VA     It is apparent from the last column that the experimental results are consistent if we assume that the dominant beta-decay interaction is the VA combination."
4798,1959,10.1103/PhysRev.116.1344,"The explicit evaluation of the ground-state energy of a Bose gas interacting through a two-body repulsive potential as an expansion essentially in powers of the density of the particles and the scattering length is given. It is shown that the problem can be treated by using diagrammatical analysis up to any orders. The energy was investigated up to the fourth order in the ordinary sense of a perturbation expansion in terms of the scattering length, but including terms up to infinite order for special classes of diagrams. The energy obtained contains in general a nCnnln (n2, half-integer and integer) dependence, and the coefficient C2 is evaluated. A self-consistent treatment is given following this analysis and is shown to lead to the formulation of Beliaev."
4799,1959,10.1103/PhysRev.116.1359,"The thermal conductivity of liquid He3 at a pressure of 23 atmosphere has been determined experimentally and found to increase slowly from 710-5 watt/cmK at 0.24K to 1610-5 watt/cmK at 2.7K with no evidence of superfluidity. Several models of liquid He3 based on Fermi-Dirac statistics predict a 1T dependence for the thermal conductivity of He3 at the lowest temperatures, but no such behavior has been observed down to 0.24K in the present work. A study of the convective heat transport in the liquid has indicated that the coefficient of thermal expansion becomes negative below about 0.5K. A thermal boundary resistance across a copper-liquid He3 interface has been found which is similar in magnitude and temperature dependence to that found for a copper-superfluid He4 boundary."
4800,1959,10.1103/PhysRev.116.1365,It has recently been shown that the customary exclusion factors should be omitted from the Boltzmann equation. This raises some conceptional difficulties in relation to the Pauli principle. The resolution of these difficulties is discussed in this paper.
4801,1959,10.1103/PhysRev.116.1368,"The correlation energy of the electrons in a semiconductor is expected to be less than in a metal with the same electron density. The reduction occurs because the existence of an energy gap between filled and empty states tends to increase the magnitude of the energy denominators of perturbation theory. This effect is studied in a simple model, based on the calculations of Gell-Mann and Brueckner, in which the semiconductor is represented as a free electron gas with an energy gap above the Fermi surface. The correlation energy then depends on the ratio of the energy gap to the valence bandwidth as well as on the density. It is shown that for an energy gap large compared to the bandwidth, second order perturbation theory is correct; while for a small energy gap, an explicit correction to the Gell-Mann-Brueckner series can be obtained."
4802,1959,10.1103/PhysRev.116.1372,"The first order anisotropy constant, K1, of a cubic ferromagnet with spin  per atom is calculated as a function of temperature at low temperatures. The source of this anisotropy is taken to be the nearest neighbor pseudodipolar spin-spin interaction and the spin-wave approach of Dyson is used. It is shown that K1 varies as the tenth power of the magnetization, itself a function of the temperature. In order to explain the experimental value of K1 for nickel at T=0 the strength of the dipolar interaction must be 300 times the classical value. Previous calculations by Van Vleck, Van Peipe, and Tessman are compared with the present work on the ground state. Only the work of Van Peipe accounts properly for the exchange and is in complete agreement with the present investigation. The perturbation scheme of Van Peipe is shown to be rigorously correct, the wave function converging to an exponential form."
4803,1959,10.1103/PhysRev.116.1381,"Expansion and coloration measurements of undoped and impurity-doped single crystals of NaCl have been made under x-ray irradiation (43 kvp and 20 ma) for intervals up to three hours. Expansion was measured in a direction normal to the x-ray beam with a sensitive capacitive dilatometer that was designed to compensate automatically for thermal fluctuations. It was found that the initial rate of creation of F centers exceeds the rate of creation of vacancy pairs as computed from the expansion data; however, after continued irradiation the rates of F-center and vacancy-pair production are approximately evenly matched. This suggests that the initial production of F centers results from both vacancies originally contained in the crystal and vacancies created during irradiation, while the later coloration is due essentially to vacancies that are created in the irradiation process. Within the framework of this interpretation it is possible to estimate the initial negative-ion vacancy concentration of a number of crystals. This concentration ranges from 11016/cm3 for a Harshaw crystal to a value larger than 61017/cm3 for a calcium-doped crystal grown at NRL. Although the presence of a large initial concentration of negative-ion vacancies in calcium-doped NaCl explains its enhanced color sensitivity to x-rays without a corresponding enhancement of x-ray-induced expansion, this explanation is not in accord with simple expectations of charge compensation and the law of mass action."
4804,1959,10.1103/PhysRev.116.1390,"The Bardeen, Cooper, and Schrieffer theory of superconductivity is extended to the case of high current densities by explicity including in the phonon-induced electron-electron attraction the modification of the phonon spectrum in a moving coordinate system. This modification results from the Doppler effect. In materials having cross-sectional dimensions of the order of the penetration depth, it is shown that at current densities of the order of 109 amp/cm2 the superconducting state is stable relative to the normal state, this holding both in superconducting metals and in metals ordinarily not considered superconducting at all. For this high-current state, it appears possible to obtain superconducting transition temperatures as high as room temperature. Means for achieving such an effect experimentally are discussed."
4805,1959,10.1103/PhysRev.116.1399,"The cohesive energy of metallic iron is calculated for the bodycentered cubic structure in a singlet spin state at 0K. The potential field acting on each electron is taken to be that of the ion core and of the remaining valence electrons in the same lattice cell; thus the calculation becomes equivalent to one for the free atom as the lattice constant is increased. Tight-binding wave functions are used, but they are modified by expanding the contributions from neighboring atoms in a power series within a cell, and orthogonalizing to core states. Evaluating the complete wave function in each cell eliminates the need for multicenter integrals otherwise required in the tight-binding method. The wave functions for wave vectors in directions of high symmetry have a rather simple form, and can be described by a few parameters. States near the bottom of the 3d band tend to have a more diffuse charge distribution than do the states near the top of the band. Thus the x-ray scattering factor per electron for a partially filled 3d band will be less than that for a full band. Calculations of the energy of the solid are made for three values of the atomic sphere radius, rs, using atomic wave functions from the 3d74s configuration. The indicated configuration in the solid is close to 3d74s, making the calculation approximately self-consistent. The calculated width of the occupied portion of the 3d band is 0.33 ry. We find the cohesive energy of metallic iron to be 0.430.2 ry per atom, which is consistent with the experimental value, 0.32 ry. The equilibrium lattice constant and the compressibility are both found to be in good agreement with experiment. An attempt to replace the Coulomb hole used in the main calculation by an exchange hole, using a single Slater determinant wave function, gave far too little binding."
4806,1959,10.1103/PhysRev.116.1418,"The theory undertakes the determination, for a simple model, of functions Nik(T) which represent the numbers of atoms of various kinds displaced when a primary atom receives an energy T. Assuming isotropic collisions involving pairs of free atoms, differential equations are formulated which contain concentrations, collision cross sections and mass ratios as parameters. Binding of the atoms is introduced through initial conditions which define threshold energies for displacement. Assuming a single threshold, linear equations for Laplace transforms are obtained and used to study the high-energy behavior of the functions. The effect of separate thresholds for the various kinds of atoms is examined for the case of equal masses.  Detailed calculations for diatomic solids indicate that cascades of moderate energy are rather well described by the high-energy equations and that the total number of displaced atoms is insensitive to mass ratio. Consideration of a monatomic solid with a spectrum of thersholds shows that such a solid should behave as though it possesses a single sharp threshold slightly below the mean of the spectrum."
4807,1959,10.1103/PhysRev.116.1425,"The efficiency of electroluminescence in ZnS is examined on the basis of a model of impact ionization in a barrier. On the basis of such a model, the efficiency depends on the ionization rate, and this rate has here been calculated by applying a theory developed for Ge and Si to ZnS. By considering the voltage dependence of the efficiency one can then get an estimate of a maximum obtainable efficiency in terms of the ratio of the barrier voltage to the total voltage. Both on the basis of this maximum efficiency and from other considerations it appears that the present theory can account for the magnitude of efficiencies reported to date."
4808,1959,10.1103/PhysRev.116.143,"The radiations of U240 and 7.3-min Np240 have been studied with a solenoidal beta spectrometer, beta-and gamma-scintillation spectrometers, and 180 permanent-magnet spectrographs. The principal decay branch of U240 is a 0.36-Mev beta transition to the 7.3-min state of Np240. The only other radiations observed which are attributed to U240 are the conversion lines associated with a 0.044-Mev transition.  The decay scheme of 7.3-min Np240 is considerably more complicated than that indicated by previous investigations. On the basis of coincidence studies, intensity data, internal conversion coefficients, and the measured transition energies, a consistent level scheme for Pu240 is proposed which has excited states at 0.043, 0.142, 0.597, 0.858, 0.900, 0.942, 1.42, 1.53, and 1.62 Mev. The ground-state transition from the 0.858-Mev level is of E0 multipolarity, identifying this level as a 0+ state. There are beta transitions to the ground state of Pu240 (Q=2.18 Mev) and to each of the above excited states except the one at 0.142 Mev. Consideration of the beta-decay information leads to a spin and parity assignment of 1+ for 7.3-min Np240. Various features of the decay scheme are compared with the predictions of current models of nuclear structure."
4809,1959,10.1103/PhysRev.116.1432,"The splitting of the paramagnetic ground state of Ni++ in a cubic field perturbed by an axial and an orthorhombic term is calculated. The crystal field can be approximated by the electrostatic field of the surrounding ions, but the close contact of these ions with the impurity makes this an uncertain approximation. We have, therefore, measured the paramagnetic spectrum of Ni++ in a metal-organic crystal where the orthorhombic component of the crystal field is caused entirely by two far removed dioxane molecules. (Upon replacement of the dioxane by benzene, this component disappears.) A comparison between predicted and measured values is given."
4810,1959,10.1103/PhysRev.116.1436,"Electrical polarization in a lead silicate glass induced by the action of x-rays on the material is found to exist. This phenomenon is surveyed experimentally as a function of total dose (incident and absorbed), dose rate, x-ray tube potential, radiation temperature, and temperature at which the polarization is released and measured. Net surface charges of the order of 10-9 coulomb/cm2 can be obtained from 3-mm thick samples irradiated at room temperature with 105 r of 250-kv x-rays. To the first order the build-up and decay of this condition seems to follow the normal electrical relaxation as can be theoretically predicted from the dielectric and resistivity constants of the material (=). Measured surface charge is shown to be proportional to absorbed dose for smaller doses; however, for greater doses final equilibrium in the polarization is reached when back electrical conduction becomes as large as the forward x-ray induced displacement current. The dependence of measured surface charge upon the sample thickness has been experimentally investigated for one case."
4811,1959,10.1103/PhysRev.116.1441,"Nickel films varying in thickness from 200 to 3 A were prepared by evaporation on glass substrates in a vacuum sufficiently high to prevent gas adsorption on the film during preparation and measurement. Their magnetization was measured as a function of field up to 10 000 oe using a vacuum torsion magnetometer. The saturation magnetization of these films was determined as a function of their thickness at 300K and 77K. No decrease in saturation magnetization from that of bulk nickel has been observed for films of thickness down to 20 A, at room temperature. The Curie temperature of a 27 A film was found to coincide with that of bulk nickel. The magnetic behavior of films in the thickness range below 20 A suggests superparamagnetism rather than a decrease in the saturation magnetization. Measurements of the magnetostrictive anisotropy constant indicate that the films as originally prepared are in a state of high tensile strain, which can be relieved by annealing. The thin film nature of some specimens was ascertained by examination in the electron microscope."
4812,1959,10.1103/PhysRev.116.1446,"Two samples of yttrium cut from the same single crystal were used to determine the electrical resistivity parallel and perpendicular to the c-axis of the hexagonal close-packed metal. Measurements were made over the temperature range from 1.3 to 300K. A large anisotropy was observed, with II=2.1 at room temperature. Values for the polycrystalline resistivity over the temperature range indicated were computed from these data and were found to fit a Grneisen law with =187.5K. The computed polycrystalline values were also in good agreement with the measured resistivity of a polycrystalline sample."
4813,1959,10.1103/PhysRev.116.1447,"Two sets of magnetization isotherms of pure natural hematite single crystals from Elba have been obtained in the temperature range from 488K down to liquid helium temperatures. The first set of curves, along a certain direction in the basal plane, support Nel's magnetic model of a superposition of a weak ferromagnetism on a normal antiferromagnetism. The second set of curves, along the ternary axis, display very unusual form. The analysis of the isotherms shows that the antiferromagnetic susceptibility-temperature curves, -T, are in good agreement with those obtained by Nel and Pauthenet but the weak ferromagnetic properties are apparently contradictory to their interpretations. The spontaneous magnetization-temperature curves, 0-T, indicate that there is no isotropic ferromagnetism, and that the weak anisotropic ferromagnetism in the basal plane above transition and along the ternary axis below transition seems to have the same nature and origin. The -T and 0-T curves show that the wide transition takes place gradually and continuously. A general magnetic model of canted antiferromagnetism with unequal sublattice moments has been proposed which explains all the experimental data satisfactorily. From the present model Haigh's data of remanent magnetization of hematite powder seems to be explained naturally."
4814,1959,10.1103/PhysRev.116.1453,"The rate equations for the occupation of spin levels are augmented to include cross-relaxation processes. It is confirmed experimentally that the latter are important when the concentration of magnetic ions is high or two resonances have a small separation. Maser action is usually impaired under such circumstances. When experimental conditions are chosen such that cross-relaxation effects are negligible, it is shown that all spin-lattice relaxation processes for Cr+++ in the cyanide are proportional to the absolute temperature in the liquid helium range. The susceptibilities at both the pump and maser frequencies follow the general theoretical dependence and reach asymptotic values as a function of pump power."
4815,1959,10.1103/PhysRev.116.1459,"On the basis of the electron spin resonance spectra of a single crystal of KClO3 which has been exposed to x-irradiation, a model is proposed for the V center produced. The center proposed consists of a ClO radical covalently bonded to a neighboring ClO3- ion. It is shown that the electron spin resonance spectra predicted for this radical agrees with the observed spectra, both in the number and spacing of the hyperfine, components and their orientation dependence in the external magnetic field. It is also proposed that an O2- center is produced rather than the usual F center which one might expect to accompany the V center."
4816,1959,10.1103/PhysRev.116.1464,"Dysprosium is ferromagnetic below 85K, antiferromagnetic between 85 and 179K, and paramagnetic above 179K. The spontaneous magnetic moment lies always in the basal plane, and there is anisotropy in this plane below 110K. In the present paper it is shown that the magnetic properties can be interpreted in terms of a two-sublattice model and a phenomenological theory similar to a theory proposed by Nel. Detailed agreement for the magnetization curves in the ferromagnetic and antiferromagnetic regions is obtained."
4817,1959,10.1103/PhysRev.116.1469,"Optical transmission and reflection measurements were made on poled BaTiO3 single crystals in the tetragonal phase (crystal class C4v) with light polarized parallel and perpendicular to the c axis. The absorption coefficients, II and  are presented as functions of the incident photon energy at room temperature. At the absorption edge, &gt;II. A theoretical basis for this selection rule, which has been derived from first principles, is presented. The theory represents a generalization of earlier work on wurtzite crystals and extends the applicability of the wurtzite selection rule to all solids in the crystal classes, Cnv and Cn, where n=3,4,or6. Limitations of the theory are discussed. The dichroic effect in BaTiO3 has also been studied experimentally at elevated temperatures, in the vicinity of the Curie point. It is concluded that the extrema of the valence and conduction bands of BaTiO3 probably lie at (or very close to) the origin of the Brillouin zone."
4818,1959,10.1103/PhysRev.116.1474,"It is shown that a linear chain consisting of a large number of atoms of spin  with nearest neighbor ferromagnetic or antiferromagnetic interactions is mathematically equivalent to a one-dimensional Fermi gas with two-body forces. This equivalence is used to construct a wave function for which the expectation value of the energy lies between the two approximations obtained by Hulthn. Also, a perturbation treatment is given which permits, in principle, to obtain the exact antiferromagnetic ground state."
4819,1959,10.1103/PhysRev.116.1478,A series of (ZnCd)S: Ag: Cl phosphors have been studied to determine the effect of increased CdS content on the forbidden gap and on the energy of the ground states associated with luminescence. This work is correlated with that of other workers to confirm the presence of two separate ground states and to show that the luminescence of this material may be adequately explained by the Klasens model. Also the uniform translation of the spectral peaks (while retaining their shape) emphasizes the long-range order aspects of these phosphors.
4820,1959,10.1103/PhysRev.116.1481,"The dilemma of whether [Fe+3Mn+2] or [Fe+2Mn+3] are the stably coexisting species on the octahedrally ligated sites of the spinel structure has been resolved by the application of a crystallographic, rather than a magnetic criterion. The solid solution systems (Zn[Mn2]O4)1-x(Zn0.5Ge0.5[FeMn]O4)x and (Zn[FeMn]O4)x(Zn0.5Ge0.5[Mn2]O4)1-x were synthesized, and their lattice constants were determined. The compositions in these systems for which cooperative tetragonal distortion occurs, due to the Jahn-Teller effect for Mn+3, depend on whether [Fe+3Mn+2] or [Fe+2Mn+3] are stably coexisting species. The crystallographic findings are in complete agreement with the latter valence assignment. Furthermore, the axial ratios are found to be in quantitative agreement with the theory of cooperative distortions advanced by Wojtowicz, provided that the valence assignment [Fe+2Mn+3] is assumed. The valence behavior observed in the systems studied probably obtains for most other spinels in which iron and manganese coexist on the octahedrally ligated sites.  Unlike magnetic criteria which have been proposed to clarify the valence assignment, the method reported is not subject to ambiguities such as the existence or nonexistence of complex ferrimagnetic coupling schemes (e.g., Yafet-Kittel angular coupling) and ""spin quenching."""
4821,1959,10.1103/PhysRev.116.1483,"The Faraday effect in glass specimens containing cerium metaphosphate in various concentrations has been measured at 4.2K and 1.8K, using 5461 A light, in magnetic fields ranging to 70 kilogauss. The curves of rotation vs HT were fitted to the Brillouin function for J=12, yielding values of g=1.75 and =0.874 Bohr magneton. The observed rotations were quite large; for the glass containing the highest concentration of cerium, the rotation approached a saturation value of 4.76 radians/mm."
4822,1959,10.1103/PhysRev.116.1484,"The elastic scattering at zero energy by argon depends strongly on the polarization tail, since the contribution to the scattering length by forces inside the atom cancel. Assuming this is true for all noble gases, one can approximate their zero-energy elastic cross section by 3.5210-16(pr0)2 cm2, where both p, the polarizability, and r0, the size of the atom, are in atomic units. Using published values of the polarizability and scaling r0 as the cube root of the atomic number from r0=8 for argon, we find that this expression is consistent with existing experimental data. It is conjectured that the success of this approximation is a result of the Pauli exclusion principle."
4823,1959,10.1103/PhysRev.116.1485,"A search for gamma-emitting levels in F19 between 8.3 and 9.8 Mev of excitation energy has been made by bombarding a NiO target (39% O18) with protons over the energy range 360 to 1960 kev. Resonances in the gamma-ray yield were observed with the use of a 3-in. diam3-in. sodium iodide crystal and a 20-channel pulse-height analyzer. The results are as follows:   Resonance energy (kev) Resonance width (kev) -ray energies (Mev)    6302 2.61.0 8.5 0.2  8493 405 8.5 0.3, 7.20.2, 4.80.2, 4.3 0.2(?), 2.40.2(?)  11692 0.9 8.8 0.2, 7.70.2, 6.270.05, 3.670.05, 2.590.05, 1.240.05  13995 &lt;15 ...  16855 &lt;15 ...  17692 4.01.0 9.4 0.3  19312 1.51.0 9.8 0.2, 8.450.10     The angular distribution of the 6.27-Mev gamma ray from the 1169-kev resonance was measured, and the results are listed in tabular form. The results of the present experiment are compared with other experiments using the O18(p,)F19, O18(p,)N15, and the O18(d,n)F19 reactions."
4824,1959,10.1103/PhysRev.116.1490,"The reaction C12(d,n)N13 has Q=-0.28 Mev and so is expected to show strong direct interaction effects even at low energies of the bombarding deuterons. We have made an extensive study of this reaction at 14 values of the deuteron energy between Ed=1.45 Mev and Ed=2.95 Mev. At each deuteron energy the differential cross section was measured at about 20 angles between 0 and 165. Neutron time-of-flight techniques were used and each point on each angular distribution represents the detection of at least 103 neutrons. Direct interaction effects are seen at all bombarding energies in the backward as well as in the forward hemisphere. The differential cross section at 0 shows very pronounced ""resonance"" structure but this largely disappears in the integrated cross section and is due chiefly to interference between the direct interaction term and the probably quite small compound nucleus contribution. A rough method for eliminating the interference terms between the two mechanisms in the differential cross section is proposed and applied. The resultant ""purified"" angular distribution is remarkably close, in the forward hemisphere, to that predicted by simple stripping theory. A backward maximum, much lower than the forward peak, is also present but not accounted for."
